Name.text,Name.href,Rank,Acceptance Rate,High School GPA,property5
University of the Cumberlands,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-the-cumberlands-1962\%22,"#84, Regional Universities (South)",69.02%,3.3,1030 / 23
University of the District of Columbia,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-the-district-of-columbia-29100\%22,"RNP, Regional Universities (North)",43.46%,N/A,N/A
University of the Incarnate Word,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-the-incarnate-word-3578\%22,"#71, Regional Universities (West)",94.13%,3.5,1080 / 23
University of the Ozarks,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-the-ozarks-1094\%22,"#6, Regional Colleges (South)",90.96%,N/A,1156 / 25
University of the Pacific,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-the-pacific-1329\%22,"#112, National Universities",37.78%,3.5,1340 / 29
University of the Sacred Heart,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-the-sacred-heart-3937\%22,Unranked,N/A,N/A,N/A
University of the Sciences,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-the-sciences-3353\%22,Unranked,N/A,3.6,1260 / 27
University of the Southwest,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-the-southwest-2650\%22,"Unranked, Regional Colleges (West)",53.56%,N/A,N/A
University of the Virgin Islands,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-the-virgin-islands-3946\%22,Unranked,N/A,2.7,860 / 17
University of the West,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-the-west-36963\%22,"Unranked, Regional Colleges (West)",N/A,N/A,N/A
University of Toledo,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-toledo-3131\%22,"RNP, National Universities",94.79%,3.2,1160 / 25
University of Toronto,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-toronto-CA0023\%22,Unranked,N/A,N/A,N/A
University of Tulsa,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-tulsa-3185\%22,"#86, National Universities",40.72%,3.8,1410 / 31
University of Utah,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-utah-3675\%22,"#121, National Universities",82.63%,3.6,1270 / 27
University of Vermont,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-vermont-3696\%22,"#82, National Universities",76.65%,N/A,1290 / 29
University of Victoria,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-victoria-CA0024\%22,Unranked,N/A,N/A,N/A
University of Virginia,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-virginia-6968\%22,"#23, National Universities",29.55%,4,1460 / 32
University of Virginia--Wise,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-virginia-wise-3747\%22,"RNP, National Liberal Arts Colleges",82.90%,3.3,1050 / 23
University of Washington,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-washington-3798\%22,"#52, National Universities",59.15%,3.8,1350 / 30
University of Waterloo,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-waterloo-CA0025\%22,Unranked,N/A,N/A,N/A
University of West Alabama,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-west-alabama-1024\%22,"RNP, Regional Universities (South)",48.56%,N/A,N/A
University of West Florida,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-west-florida-3955\%22,"RNP, National Universities",60.81%,3.4,1090 / 25
University of West Georgia,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-west-georgia-1601\%22,"#89, Regional Universities (South)",55.77%,3.1,1030 / 21
University of Windsor,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-windsor-CA0027\%22,Unranked,N/A,N/A,N/A
University of Winnipeg,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-winnipeg-CA0011\%22,Unranked,N/A,N/A,N/A
University of Wisconsin--Eau Claire,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-eau-claire-3917\%22,"#30, Regional Universities (Midwest)",76.29%,N/A,1280 / 26
University of Wisconsin--Green Bay,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-green-bay-3899\%22,"#65, Regional Universities (Midwest)",64.01%,3.3,N/A / 25
University of Wisconsin--La Crosse,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-la-crosse-3919\%22,"#26, Regional Universities (Midwest)",70.99%,N/A,1193 / 28
University of Wisconsin--Madison,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-madison-3895\%22,"#41, National Universities",54.56%,3.8,1400 / 30
University of Wisconsin--Milwaukee,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-milwaukee-3896\%22,"RNP, National Universities",71.36%,3.1,N/A / 24
University of Wisconsin--Oshkosh,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-oshkosh-9630\%22,"#65, Regional Universities (Midwest)",68.47%,3.3,N/A / 24
University of Wisconsin--Parkside,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-parkside-5015\%22,"RNP, National Liberal Arts Colleges",57.09%,2.9,N/A / 23
University of Wisconsin--Platteville,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-platteville-3921\%22,"#72, Regional Universities (Midwest)",80.03%,N/A,N/A / 26
University of Wisconsin--River Falls,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-river-falls-3923\%22,"#72, Regional Universities (Midwest)",74.53%,3.3,N/A / 24
University of Wisconsin--Stevens Point,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-stevens-point-3924\%22,"#42, Regional Universities (Midwest)",74.71%,3.4,1200 / 25
University of Wisconsin--Stout,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-stout-3915\%22,"#57, Regional Universities (Midwest)",80.25%,3.1,N/A / 24
University of Wisconsin--Superior,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-superior-3925\%22,"#92, Regional Universities (Midwest)",76.02%,N/A,N/A / 24
University of Wisconsin--Whitewater,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wisconsin-whitewater-3926\%22,"#42, Regional Universities (Midwest)",73.02%,3.2,1170 / 24
University of Wyoming,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wyoming-3932\%22,"#161, National Universities",95.69%,3.5,1240 / 27
Upper Iowa University,http://premium.usnews.com/best-colleges/\%22/best-colleges/upper-iowa-university-1893\%22,"RNP, Regional Universities (Midwest)",62.07%,3.2,N/A / 25
Urbana University,http://premium.usnews.com/best-colleges/\%22/best-colleges/urbana-university-3133\%22,"RNP, Regional Colleges (Midwest)",64.37%,N/A,N/A
Ursinus College,http://premium.usnews.com/best-colleges/\%22/best-colleges/ursinus-college-3385\%22,"#82, National Liberal Arts Colleges",69.78%,N/A,1310 / 29
Ursuline College,http://premium.usnews.com/best-colleges/\%22/best-colleges/ursuline-college-3134\%22,"#53, Regional Universities (Midwest)",58.09%,3.2,980 / 22
Utah State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/utah-state-university-3677\%22,"#190, National Universities",96.74%,3.5,1240 / 27
Utah Valley University,http://premium.usnews.com/best-colleges/\%22/best-colleges/utah-valley-university-4027\%22,"Unranked, Regional Colleges (West)",100.00%,3.3,1090 / 24
Utica College,http://premium.usnews.com/best-colleges/\%22/best-colleges/utica-college-2883\%22,"#116, Regional Universities (North)",81.35%,3,1060 / 24
Valdosta State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/valdosta-state-university-1599\%22,"#69, Regional Universities (South)",59.24%,3.1,1110 / 23
Valley City State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/valley-city-state-university-3008\%22,"#43, Regional Colleges (Midwest)",81.20%,3.1,1020 / 22
Valley Forge Christian College,http://premium.usnews.com/best-colleges/\%22/best-colleges/valley-forge-christian-college-3306\%22,"RNP, Regional Colleges (North)",72.15%,N/A,1120 / 25
Valparaiso University,http://premium.usnews.com/best-colleges/\%22/best-colleges/valparaiso-university-1842\%22,"#6, Regional Universities (Midwest)",79.62%,3.6,1220 / 29
Vanderbilt University,http://premium.usnews.com/best-colleges/\%22/best-colleges/vanderbilt-university-3535\%22,"#17, National Universities",14.23%,3.8,1560 / 34
VanderCook College of Music,http://premium.usnews.com/best-colleges/\%22/best-colleges/vandercook-college-of-music-1778\%22,"Unranked, Arts Schools",64.81%,3.3,1297 / 28
Vanguard University of Southern California,http://premium.usnews.com/best-colleges/\%22/best-colleges/vanguard-university-of-southern-california-1293\%22,"#10, Regional Colleges (West)",68.53%,N/A,1090 / 24
Vassar College,http://premium.usnews.com/best-colleges/\%22/best-colleges/vassar-college-2895\%22,"#13, National Liberal Arts Colleges",22.84%,3.8,1490 / 32
Vaughn College of Aeronautics and Technology,http://premium.usnews.com/best-colleges/\%22/best-colleges/vaughn-college-of-aeronautics-and-technology-2665\%22,"#24, Regional Colleges (North)",85.48%,2.9,1094 / 24
Vermont Technical College,http://premium.usnews.com/best-colleges/\%22/best-colleges/vermont-technical-college-3698\%22,"#33, Regional Colleges (North)",62.79%,3,1060 / 23
Victory University,http://premium.usnews.com/best-colleges/\%22/best-colleges/victory-university-9982\%22,"RNP, Regional Colleges (South)",31.09%,N/A,N/A
Villanova University,http://premium.usnews.com/best-colleges/\%22/best-colleges/villanova-university-3388\%22,"#1, Regional Universities (North)",45.62%,3.9,1390 / 31
Vincennes University,http://premium.usnews.com/best-colleges/\%22/best-colleges/vincennes-university-1843\%22,"Unranked, Regional Colleges (Midwest)",N/A,N/A,N/A
Virginia Commonwealth University,http://premium.usnews.com/best-colleges/\%22/best-colleges/virginia-commonwealth-university-3735\%22,"#167, National Universities",60.24%,3.6,1210 / 26
Virginia Intermont College,http://premium.usnews.com/best-colleges/\%22/best-colleges/virginia-intermont-college-3752\%22,"RNP, National Liberal Arts Colleges",98.95%,3.2,1070 / 23
Virginia Military Institute,http://premium.usnews.com/best-colleges/\%22/best-colleges/virginia-military-institute-3753\%22,"#65, National Liberal Arts Colleges",46.28%,3.5,1240 / 27
Virginia State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/virginia-state-university-3764\%22,"#84, Regional Universities (South)",70.70%,N/A,N/A
Virginia Tech,http://premium.usnews.com/best-colleges/\%22/best-colleges/virginia-tech-3754\%22,"#69, National Universities",70.38%,N/A,1320
Virginia Union University,http://premium.usnews.com/best-colleges/\%22/best-colleges/virginia-union-university-3766\%22,"#53, Regional Colleges (South)",88.26%,2.7,860 / 17
Virginia Wesleyan College,http://premium.usnews.com/best-colleges/\%22/best-colleges/virginia-wesleyan-college-3767\%22,"#176, National Liberal Arts Colleges",85.84%,3.3,1110 / 24
Viterbo University,http://premium.usnews.com/best-colleges/\%22/best-colleges/viterbo-university-3911\%22,"RNP, Regional Universities (Midwest)",77.89%,N/A,N/A
Voorhees College,http://premium.usnews.com/best-colleges/\%22/best-colleges/voorhees-college-3455\%22,"RNP, Regional Colleges (South)",50.61%,N/A,N/A
Wabash College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wabash-college-1844\%22,"#57, National Liberal Arts Colleges",67.02%,3.6,1275 / 28
Wagner College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wagner-college-2899\%22,"#24, Regional Universities (North)",71.91%,3.6,1270 / 27
Wake Forest University,http://premium.usnews.com/best-colleges/\%22/best-colleges/wake-forest-university-2978\%22,"#23, National Universities",33.97%,N/A,1410 / 31
Walden University,http://premium.usnews.com/best-colleges/\%22/best-colleges/walden-university-25042\%22,"Unranked, National Universities",96.35%,N/A,N/A
Waldorf College,http://premium.usnews.com/best-colleges/\%22/best-colleges/waldorf-college-1895\%22,"RNP, Regional Colleges (Midwest)",56.73%,N/A,N/A
Walla Walla University,http://premium.usnews.com/best-colleges/\%22/best-colleges/walla-walla-university-3799\%22,"#38, Regional Universities (West)",74.39%,3.5,1190 / 27
Walsh College of Accountancy and Business Administration,http://premium.usnews.com/best-colleges/\%22/best-colleges/walsh-college-of-accountancy-and-business-administration-4071\%22,"Unranked, Business Schools",N/A,N/A,N/A
Walsh University,http://premium.usnews.com/best-colleges/\%22/best-colleges/walsh-university-3135\%22,"#48, Regional Universities (Midwest)",77.67%,3.4,1140 / 25
Warner Pacific College,http://premium.usnews.com/best-colleges/\%22/best-colleges/warner-pacific-college-3225\%22,"#9, Regional Colleges (West)",57.76%,3.2,1120 / 24
Warner University,http://premium.usnews.com/best-colleges/\%22/best-colleges/warner-university-8848\%22,"RNP, Regional Universities (South)",49.53%,3,950 / 21
Warren Wilson College,http://premium.usnews.com/best-colleges/\%22/best-colleges/warren-wilson-college-2979\%22,"#167, National Liberal Arts Colleges",72.03%,3.5,1240 / 28
Wartburg College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wartburg-college-1896\%22,"#146, National Liberal Arts Colleges",70.41%,3.5,1145 / 26
Washburn University,http://premium.usnews.com/best-colleges/\%22/best-colleges/washburn-university-1949\%22,"#77, Regional Universities (Midwest)",95.51%,3.3,N/A / 24
Washington Adventist University,http://premium.usnews.com/best-colleges/\%22/best-colleges/washington-adventist-university-2067\%22,"RNP, Regional Colleges (North)",32.71%,N/A,990 / 21
Washington and Jefferson College,http://premium.usnews.com/best-colleges/\%22/best-colleges/washington-and-jefferson-college-3389\%22,"#97, National Liberal Arts Colleges",40.76%,3.3,1230 / 28
Washington and Lee University,http://premium.usnews.com/best-colleges/\%22/best-colleges/washington-and-lee-university-3768\%22,"#14, National Liberal Arts Colleges",19.47%,N/A,1480 / 32
Washington College,http://premium.usnews.com/best-colleges/\%22/best-colleges/washington-college-2108\%22,"#107, National Liberal Arts Colleges",66.37%,3.5,1250 / 27
Washington State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/washington-state-university-3800\%22,"#128, National Universities",76.01%,3.3,1170 / 25
Washington University in St. Louis,http://premium.usnews.com/best-colleges/\%22/best-colleges/washington-university-in-st-louis-2520\%22,"#14, National Universities",17.88%,N/A,1560 / 34
